Section/Column,Name,Notes
Customer and Product Overview,School Bookings,"See https://app.asana.com/0/1206369590338123/1208983081684068/f for procedure

School bookings are bookings by a school to a designated school event.
School bookings and performances are:
    At the discounted rate of $9 per ticket for designated schools performances and Meet the Music concerts
    Eligible for an excursion subsidy for schools with an ICSEA lower than 1000
    Sent via invoice payment method, and must be paid 2 weeks prior to performance

    A list of schools performances and resources for teachers can be found https://www.mso.com.au/learning/schools-and-teachers
    If Teachers/Schools are asking about the 'ICSEA below 1000' subsidy, it applies to transport and staffing only - not ticket booking. These are tracked and approved by the schools program person (tbc)
    Even schools that are applicable for the subsidy can't get discounted tickets - they still pay $9 per head. 

https://www.mso.com.au/learning/schools-and-teachers/book-a-school-experience-2025

https://www.mso.com.au/learning/schools-and-teachers/geelong-schools-discount

    Teachers are highly encouraged to make school booking requests via https://www.mso.com.au/learning/schools-and-teachers/book-a-school-experience-2025 to ensure accurate and correct school and teacher information.
    If teachers are unable to submit a request via form for any reason (e.g. web issues), you may process the booking over the phone/email; however, please add the request and all relevant info to the https://melbourneso.sharepoint.com/:x:/s/MarketingSales2/ES6YAJ_g3qBOhyZAHmLL4NgBBzquWGwU9e8lcrvgK_FjCA?e=b2Wvaz


Ticket delivery

For schools concerts and open rehearsals: no e-tickets or collect at venue tickets. Schools can arrive on the day of the performance and speak with FOH staff, who have a list of the schools and their assigned seating area. They will then be ushered to their seats.
For Meet the Music concerts: e-tickets will be sent to teachers 2 business days before the concert
For Geelong concerts: e-tickets will be sent 72 hrs before the concert c/o Geelong Arts Centre. Schools get tickets to MSO Geelong concerts B-C reserve for $30, with additional 10% discount for 10+ tickets.


Composing Australia – 16-17 April 

The Composing Australia performances are considered School Holiday bonus events. This means that teachers will not be organising excursions; rather, students will be able to book the $9 tickets to attend with their parents. Booking links will be sent to the teachers who submitted EOI via booking form in March.


#schools #school #education #teachers #students #icsea #group #musiceducation #excursion #kids "
,Refund/Exchange Policy for Paid School Orders,"Any changes 1 week before the performance can be refunded to the school. Standard refund procedures apply. Any changes the week of can be GC-ed or exchanged

T&C:
Pre-payment of school ticket bookings is required for which a tax invoice will be provided. Refunds will not be given for cancellations made within one week of a concert."
Customer and Product Overview,Jams for Juniors,"Jams for Juniors are workshops for infants and toddlers where the focus is on musical development in early-learning. The workshop runs for 30 minutes, and the recommended age is roughly 0-5 years old. Jams for Juniors performances can also be purchased together as a subscription. 

All attendees (children and parents) require tickets. There is no babes-in-arms policy.
For single ticket purchases, only one $15 exchange fee is charged per booking. 

Jams for Juniors upcoming performances can be found https://www.mso.com.au/learning/mso-for-kids/jams-for-juniors
Signage for Jams for Juniors can be found https://melbourneso.sharepoint.com/sites/MarketingSales2/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2FMarketingSales2%2FShared%20Documents%2F3%2E%20Sales%2FTicketing%20Operations%2FBox%20Office%2FBox%20Office%20Resources%2FSignage%2FJams%20for%20Juniors&viewid=6dc2bd36%2D78f3%2D41c5%2D9819%2D45da66fc578b


#J4J #JFJ #Kid #child #children #family #families #babies #infant #iwaki #interactive #toddlers"
Customer and Product Overview,Classic Kids and Classic Kids Relaxed,"Classic Kids performances are short, fun and interactive performances at Hamer Hall for children. The recommended age is roughly 5-12 years old. Classic Kids performances are an hour in length and include narration, making them a good entry point to the concert experience for children.

For single ticket purchases, only one $15 exchange fee is charged per booking. 

Classic Kids Relaxed performances are relaxed, sensory-friendly performances designed to be a comfortable place for children of all ages, as well as audience members with autism, a disability or sensory sensitivity. Classic Kids Relaxed performances are the same repertoire as Classic Kids, typically performed on the same day. 

At Classic Kids Relaxed you can expect:
    A downloadable visual story emailed to ticket holders ahead of the concert
    A relaxed attitude to noise and movement during the concert
    Lights to stay on during the concert
    Open doors and chill-out break areas
    General admission seating with space for freedom of movement
    Friendly, trained staff

Classic Kids and Classic Kids Relaxed performances and information can be foundhttps://www.mso.com.au/packages/2024-classic-kids


#J4J #JFJ #Kid #child #children #family #sensory #autism #families #hamer #relaxed #teen #tween #education"
Customer and Product Overview,Child Price Tickets and Babes-In-Arms Policy,"Our Babes-in-Arms policy allows babies 0-2 to be held on a lap without a ticket. This policy covers most performances, except from Jams for Juniors, where every person attending requires a ticket. 

Child Price Tickets are available to children and young people aged 0-17. These tickets are $20 and are available for most MSO performances across A-D reserve until allocation exhausted. 
    Children under 15 years must be supervised by a ticketed adult, and seated beside them. 
    Children aged 15-17 can attend without an adult, and remain seated by themselves.
    Children aged 15-17 cannot supervise children under 15. They must have an accompanying adult aged over 18 years seated with them.

A list of performances eligible for child price tickets is available https://www.mso.com.au/learning/mso-for-kids/child-price-tickets. 

#kids #child #family #child-price #under18 #eligible #baby #infant #single #lap "
Customer and Product Overview,Bonus Concert Matrix - 2025,"Series Purchased
BONUS CONCERTS
Title
Day
Date
Time
Venue
Town Hall
A Reflection In Time
Thursday
12/06/2025
7:30pm
Hamer Hall
Quick Fix
Mozart and the Mendelssohns
Thursday
3/07/2025
7:30pm
Melbourne Town Hall
Saturday Matinees
Coronation Anthems
Saturday
29/03/2025
2pm
Hamer Hall
Saturday Nights
Seasons
Saturday
29/03/2025
7:30pm
Hamer Hall
Mornings
Grieg's Piano Concerto
Saturday
31/05/2025
2pm
Hamer Hall
Chamber
Tchaikovsky's Fourth Symphony
Friday
7/03/2025
11am
Hamer Hall
Thursday Nights (inc. Plus)
Spring Gala: Joyce DiDonato
Thursday
20/11/2025
7:30pm
Hamer Hall
Geelong
Mozart's Mass
Saturday
20/09/2025
2pm
Hamer Hall
Recital Centre
A Reflection In Time
Saturday
14/06/2025
7:30pm
Hamer Hall
Metropolis
Joined with Gold
Saturday
8/03/2025
7:30pm
Hamer Hall


"
Memberships,Adding eMemberships to a Constituency,"Adding an e-membership attribute in a member's Tessi constituency ensures that their membership is received digitally, including the welcome pack. 

This is done by going into the Attributes tab, then selecting 'eMembership' as the attribute and the attribute value as 'Yes'. Then save and close. 

https://app.asana.com/app/asana/-/get_asset?asset_id=1207752039558401


#e-membership #digital #membership #process #constituency #attributes"
Memberships,FOTMSO Encore Magazine Send,"Use these:

https://melbourneso.sharepoint.com/:w:/s/MarketingSales2/EVyVr2JBPqZBvE76w1Sy4kQB59YgFXRz7GslGfyUVdiJ7A?e=bdnjKh
https://melbourneso.sharepoint.com/:w:/s/MarketingSales2/EY586fSVOqpGmIYmgkn_59kBQ9N-c1pHSRn_6Tb1nWKV-Q?e=5Sa5IG"
Memberships,Friends of the MSO Members (FOTMSO) | Memberships,"Friends of the MSO Members (FOTMSO) refer to customers who have purchased a Gold, Silver or Under 35 Friends of the MSO Membership with us.

Members are not the same as subscribers and do not get concerts with a purchase of a membership but will occasionally receive free tickets or discount offers. 
2025 Memberships are valid from date of purchase until 31 December 2025. 

A Friends of the MSO Membership is a type of membership that allows those who join to access a suite of additional benefits. Memberships are available in the following levels: 
    Gold Member ($199)
    Silver Member ($99)
    Under 35s Member ($69)
    Geelong Member (only available from the Geelong Friends of the MSO organisation, not associated with the Geelong Arts Centre) 

FOTMSO Members receive:
    Ticket and partner offers 
    Priority and presale access 
    Invites to special events such as open rehearsals and season launch 
    Complimentary 'Bring a Friend' vouchers. Eligible concertshttps://www.mso.com.au/friends-of-the-mso/member-concerts. Source code: 24180 Price type: BRING
    A digital or physical membership welcome pack once they join (inc. drink vouchers and other collateral). 
    Under 35 members can access 2x $35 tickets (B-D Reserve) to select concerts. Under 35 eligible concerts can be found on the https://www.mso.com.au/friends-of-the-mso/u35-member-concerts. 

Welcome Packs are sent out at weekly on a Tuesday, depending on whether the member has selected a physical or digital welcome pack. We can check if a pack has been sent on Tessi: 
    Physical membership packs are sent on the Tuesday, and we can check this in their Tessi account under Attributes > FOTMSO Welcome pack sent.   
    Digital membership packs are sent weekly, and we can check this in their Tessi account under Attributes > (e-membership > yes)

A full list of membership benefits are available https://www.mso.com.au/friends-of-the-mso
A breakdown of different types of memberships is available https://melbourneso.sharepoint.com/:w:/r/sites/MarketingSales2/_layouts/15/Doc.aspx?sourcedoc=%7B8ED566AE-2EC5-43AB-87B3-68ED2146D7AC%7D&file=MSO%20Quick-Start%20Welcome%20Guide.docx&action=default&mobileredirect=true on pg. 3-4


#FOTMSO #member #membership #Gold #silver #U35 #under35 #welcome #Bring #Friend #complimentary #comp #student #e-membership #digital "
Memberships,Friends of the MSO Members (FOTMSO) | Creating & Sending Membership Pack,"Friends of the MSO Members (FOTMSO) refer to customers who have purchased a Gold, Silver or Under 35 Friends of the MSO Membership with us.

Members are not the same as subscribers and do not get concerts with a purchase of a membership but will occasionally receive free tickets or discount offers. 
2025 Memberships are valid from date of purchase until 31 December 2025

A Friends of the MSO Membership is a type of membership that allows those who join to access a suite of additional benefits. Memberships are available in the following levels: 
    Gold Member ($199)
    Silver Member ($99)
    Under 35s Member ($69)
    Geelong Member (only available from the Geelong Friends of the MSO organisation, not associated with the Geelong Arts Centre) 

FOTMSO Welcome Packs Include:
    Gold Member: Welcome letter, 1 x 2025 Gold FOTMSO Membership Card/Pin collect voucher, 2 x Bring a Friend and 2 x Friends VIP Drink Vouchers
    Silver Member: Welcome letter, 1 x 2025 Silver FOTMSO Membership Card/Pin collect voucher, 1 x Bring a Friend and 1 x Friends VIP Drink Voucher
    Under 35's Member: Welcome letter, 1 x 2025 U35's FOTMSO Membership Card/Pin collect voucher, 1 x Bring a Friend and 1 x $35 Access Voucher

Welcome Packs are sent out at weekly on a Tuesday, depending on whether the member has selected a physical or digital welcome pack. We can check if a pack has been sent on Tessi: 
    Physical membership packs are sent on the Tuesday, and we can check this in their Tessi account under Attributes > FOTMSO Welcome pack sent.   
    Digital membership packs are sent weekly, and we can check this in their Tessi account under Attributes > (e-membership > yes)

Tuesday Process for Creating and Sending Membership Packs
    Marta will provide the Tessi Report of new members from Tuesday (the previous week) up to current week, this will be separated for the different membership types
    Team Leader will do the mail merge and print of labels removing any ""address to be supplied or unknown address""
    Welcome packs are to be made for each new member, checking Tessi that the membership type is correct
    Labels can be added to the envelope, and they can be sent out. This should be completed on the Tuesday.

NOTE:
    Any addresses still to be advised:
        Should be added to that week's Asana task ""Check if these customers would like to be e-FOTMSO"" with Constituent Number, Full Name and Membership type to follow up with customers.
        Once addresses are provided, member packs to be sent out that day, and the name crossed out on the Asana ticket's list
        If no response provided, they are to be made e-FOTMSO on the Tuesday morning, and the Asana ticket updated to the current week.
    FOTMSO Pin Collection:
        All Pin types are available to collect at Hamer Hall MSO VIP desk, when we are there for a Concert.
        The Member should provide the ""Pin Collect Voucher"" to the Box Office Team Member
        Once the pin is provided, the voucher is retained by MSO and a CSI added to their Tessi profile using Category → FOTMSO Welcome Pack Sent → CSI will be Date/name - 2025 Membership Pin collected

A full list of membership benefits are available https://www.mso.com.au/friends-of-the-mso
A breakdown of different types of memberships is available https://melbourneso.sharepoint.com/:w:/r/sites/MarketingSales2/_layouts/15/Doc.aspx?sourcedoc=%7B8ED566AE-2EC5-43AB-87B3-68ED2146D7AC%7D&file=MSO%20Quick-Start%20Welcome%20Guide.docx&action=default&mobileredirect=true on pg. 3-4


#FOTMSO #member #membership #Gold #silver #U35 #under35 #welcome #Bring #Friend #pin #badge "
